county,date,vaccines_started,vaccines_completed,vaccines_first_additional_dose
Cuyahoga,2021-04-21,3124,13767,0
Cuyahoga,2021-04-22,3071,12350,0
Cuyahoga,2021-04-23,4291,9595,0
Cuyahoga,2021-04-24,3914,7729,0
Cuyahoga,2021-04-25,715,4665,0
Cuyahoga,2021-04-26,2208,7583,0
Cuyahoga,2021-04-27,4529,4942,0
Cuyahoga,2021-04-28,3651,7763,0
Cuyahoga,2021-04-29,2995,4578,0
Cuyahoga,2021-04-30,3063,4539,0
Cuyahoga,2021-05-01,2477,3845,0
Cuyahoga,2021-05-02,849,1109,0
Cuyahoga,2021-05-03,1834,3015,0
Cuyahoga,2021-05-04,2402,5583,0
Cuyahoga,2021-05-05,1875,5531,0
Cuyahoga,2021-05-06,2083,4478,0
Cuyahoga,2021-05-07,2438,5660,0
Cuyahoga,2021-05-08,1580,5166,0
Cuyahoga,2021-05-09,522,1220,0
Cuyahoga,2021-05-10,1456,3434,0
Cuyahoga,2021-05-11,2101,4288,0
Cuyahoga,2021-05-12,2164,3770,0
Cuyahoga,2021-05-13,2939,3120,0
Cuyahoga,2021-05-14,3983,4882,0
Cuyahoga,2021-05-15,4096,3791,0
Cuyahoga,2021-05-16,1544,968,0
Cuyahoga,2021-05-17,2954,2482,0
Cuyahoga,2021-05-18,3346,4562,0
Cuyahoga,2021-05-19,4006,3383,0
Cuyahoga,2021-05-20,2621,2785,0
Cuyahoga,2021-05-21,4235,3216,0
Cuyahoga,2021-05-22,3364,3144,0
Cuyahoga,2021-05-23,1096,904,0
Cuyahoga,2021-05-24,1714,2432,0
Cuyahoga,2021-05-25,1919,2492,0
Cuyahoga,2021-05-26,1868,2068,0
Cuyahoga,2021-05-27,1674,2046,0
Cuyahoga,2021-05-28,1743,2724,0
Cuyahoga,2021-05-29,1210,1415,0
Cuyahoga,2021-05-30,586,650,0
Cuyahoga,2021-05-31,309,642,0
Cuyahoga,2021-06-01,1533,2331,0
Cuyahoga,2021-06-02,1515,2098,0
Cuyahoga,2021-06-03,1452,2512,0
Cuyahoga,2021-06-04,1599,3163,0
Cuyahoga,2021-06-05,1132,3457,0
Cuyahoga,2021-06-06,558,1155,0
Cuyahoga,2021-06-07,1088,2496,0
Cuyahoga,2021-06-08,1158,2600,0
Cuyahoga,2021-06-09,1094,3401,0
Cuyahoga,2021-06-10,1125,2450,0
Cuyahoga,2021-06-11,1071,4286,0
Cuyahoga,2021-06-12,861,3175,0
Cuyahoga,2021-06-13,232,1026,0
Cuyahoga,2021-06-14,733,1908,0
Cuyahoga,2021-06-15,990,2061,0
Cuyahoga,2021-06-16,930,2131,0
Cuyahoga,2021-06-17,834,1650,0
Cuyahoga,2021-06-18,923,1913,0
Cuyahoga,2021-06-19,585,1279,0
Cuyahoga,2021-06-20,294,625,0
Cuyahoga,2021-06-21,616,954,0
Cuyahoga,2021-06-22,777,1569,0
Cuyahoga,2021-06-23,716,1305,0
Cuyahoga,2021-06-24,675,1193,0
Cuyahoga,2021-06-25,923,1553,0
Cuyahoga,2021-06-26,615,1181,0
Cuyahoga,2021-06-27,265,542,0
Cuyahoga,2021-06-28,502,933,0
Cuyahoga,2021-06-29,641,1229,0
Cuyahoga,2021-06-30,730,1102,0
Cuyahoga,2021-07-01,787,964,0
Cuyahoga,2021-07-02,753,1006,0
Cuyahoga,2021-07-03,432,753,0
Cuyahoga,2021-07-04,50,44,0
Cuyahoga,2021-07-05,423,638,0
Cuyahoga,2021-07-06,548,885,0
Cuyahoga,2021-07-07,679,963,0
Cuyahoga,2021-07-08,554,762,0
Cuyahoga,2021-07-09,704,1101,0
Cuyahoga,2021-07-10,517,605,0
Cuyahoga,2021-07-11,238,291,0
Cuyahoga,2021-07-12,586,657,0
Cuyahoga,2021-07-13,639,847,0
Cuyahoga,2021-07-14,604,651,0
Cuyahoga,2021-07-15,676,695,0
Cuyahoga,2021-07-16,755,923,0
Cuyahoga,2021-07-17,613,643,0
Cuyahoga,2021-07-18,339,264,0
Cuyahoga,2021-07-19,745,486,0
Cuyahoga,2021-07-20,799,638,0
Cuyahoga,2021-07-21,811,679,0
Cuyahoga,2021-07-22,981,748,0
Cuyahoga,2021-07-23,1084,701,0
Cuyahoga,2021-07-24,726,479,0
Cuyahoga,2021-07-25,405,147,0
Cuyahoga,2021-07-26,1028,507,0
Cuyahoga,2021-07-27,990,601,0
Cuyahoga,2021-07-28,933,629,0
Cuyahoga,2021-07-29,987,570,0
Cuyahoga,2021-07-30,1219,705,0
Cuyahoga,2021-07-31,869,498,0
Cuyahoga,2021-08-01,478,235,0
Cuyahoga,2021-08-02,993,574,0
Cuyahoga,2021-08-03,1091,569,0
Cuyahoga,2021-08-04,1126,647,0
Cuyahoga,2021-08-05,1152,660,0
Cuyahoga,2021-08-06,1309,753,0
Cuyahoga,2021-08-07,940,567,0
Cuyahoga,2021-08-08,604,297,0
Cuyahoga,2021-08-09,1043,675,0
Cuyahoga,2021-08-10,1108,699,0
Cuyahoga,2021-08-11,1052,709,0
Cuyahoga,2021-08-12,998,743,0
Cuyahoga,2021-08-13,1214,992,27
Cuyahoga,2021-08-14,905,757,137
Cuyahoga,2021-08-15,542,379,150
Cuyahoga,2021-08-16,1012,874,245
Cuyahoga,2021-08-17,1078,872,291
Cuyahoga,2021-08-18,1070,838,305
Cuyahoga,2021-08-19,1055,921,333
Cuyahoga,2021-08-20,1087,1061,370
Cuyahoga,2021-08-21,713,793,290
Cuyahoga,2021-08-22,434,413,90
Cuyahoga,2021-08-23,966,910,260
Cuyahoga,2021-08-24,1006,831,232
Cuyahoga,2021-08-25,939,882,279
Cuyahoga,2021-08-26,1023,970,293
Cuyahoga,2021-08-27,1214,1201,442
Cuyahoga,2021-08-28,824,897,276
Cuyahoga,2021-08-29,462,535,139
Cuyahoga,2021-08-30,861,969,277
Cuyahoga,2021-08-31,895,932,249
Cuyahoga,2021-09-01,887,832,324
Cuyahoga,2021-09-02,868,871,288
Cuyahoga,2021-09-03,987,1071,396
Cuyahoga,2021-09-04,710,727,252
Cuyahoga,2021-09-05,446,481,110
Cuyahoga,2021-09-06,195,245,43
Cuyahoga,2021-09-07,814,1043,249
Cuyahoga,2021-09-08,824,930,308
Cuyahoga,2021-09-09,871,822,267
Cuyahoga,2021-09-10,1183,1066,293
Cuyahoga,2021-09-11,688,771,209
Cuyahoga,2021-09-12,386,423,92
Cuyahoga,2021-09-13,791,873,214
Cuyahoga,2021-09-14,789,894,166
Cuyahoga,2021-09-15,770,843,233
Cuyahoga,2021-09-16,866,872,215
Cuyahoga,2021-09-17,868,1080,266
Cuyahoga,2021-09-18,576,769,213
Cuyahoga,2021-09-19,227,396,93
Cuyahoga,2021-09-20,640,836,291
Cuyahoga,2021-09-21,633,745,219
Cuyahoga,2021-09-22,635,762,257
Cuyahoga,2021-09-23,723,783,261
Cuyahoga,2021-09-24,792,987,889
Cuyahoga,2021-09-25,571,674,1321
Cuyahoga,2021-09-26,279,386,871
Cuyahoga,2021-09-27,671,446,2019
Cuyahoga,2021-09-28,638,711,1888
Cuyahoga,2021-09-29,685,732,2173
Cuyahoga,2021-09-30,732,685,1993
Cuyahoga,2021-10-01,783,1025,2529
Cuyahoga,2021-10-02,465,567,1335
Cuyahoga,2021-10-03,221,388,695
Cuyahoga,2021-10-04,615,683,2020
Cuyahoga,2021-10-05,655,790,2258
Cuyahoga,2021-10-06,602,752,2132
Cuyahoga,2021-10-07,668,698,2274
Cuyahoga,2021-10-08,738,861,2827
Cuyahoga,2021-10-09,473,498,1716
Cuyahoga,2021-10-10,239,285,878
Cuyahoga,2021-10-11,664,667,2361
Cuyahoga,2021-10-12,659,640,2004
Cuyahoga,2021-10-13,571,590,2143
Cuyahoga,2021-10-14,581,684,2186
Cuyahoga,2021-10-15,664,717,2482
Cuyahoga,2021-10-16,350,490,1548
Cuyahoga,2021-10-17,186,236,817
Cuyahoga,2021-10-18,554,568,2081
Cuyahoga,2021-10-19,511,607,2345
Cuyahoga,2021-10-20,530,545,2598
Cuyahoga,2021-10-21,549,557,2113
Cuyahoga,2021-10-22,590,688,3783
Cuyahoga,2021-10-23,355,423,2752
Cuyahoga,2021-10-24,191,229,1527
Cuyahoga,2021-10-25,550,580,4257
Cuyahoga,2021-10-26,547,506,4043
Cuyahoga,2021-10-27,566,514,3775
Cuyahoga,2021-10-28,604,655,4167
Cuyahoga,2021-10-29,636,714,5534
Cuyahoga,2021-10-30,330,459,3149
Cuyahoga,2021-10-31,158,208,1602
Cuyahoga,2021-11-01,502,511,4377
Cuyahoga,2021-11-02,481,501,4352
Cuyahoga,2021-11-03,630,554,4784
Cuyahoga,2021-11-04,688,571,4816
Cuyahoga,2021-11-05,949,680,6086
Cuyahoga,2021-11-06,820,440,3513
Cuyahoga,2021-11-07,613,225,1827
Cuyahoga,2021-11-08,1459,545,4070
Cuyahoga,2021-11-09,1522,473,4249
Cuyahoga,2021-11-10,1541,469,4266
Cuyahoga,2021-11-11,1857,458,4304
Cuyahoga,2021-11-12,1792,602,5577
Cuyahoga,2021-11-13,2039,353,2707
Cuyahoga,2021-11-14,884,205,1907
Cuyahoga,2021-11-15,1525,415,4023
Cuyahoga,2021-11-16,1630,474,4322
Cuyahoga,2021-11-17,1582,512,4722
Cuyahoga,2021-11-18,1583,511,4507
Cuyahoga,2021-11-19,1895,597,5556
Cuyahoga,2021-11-20,1633,359,3810
Cuyahoga,2021-11-21,555,167,2329
Cuyahoga,2021-11-22,1395,467,5261
Cuyahoga,2021-11-23,1375,428,5082
Cuyahoga,2021-11-24,1231,512,4227
Cuyahoga,2021-11-25,19,14,65
Cuyahoga,2021-11-26,1006,672,3977
Cuyahoga,2021-11-27,858,645,2596
Cuyahoga,2021-11-28,385,539,1981
Cuyahoga,2021-11-29,1095,1211,3821
Cuyahoga,2021-11-30,1319,1325,3645
Cuyahoga,2021-12-01,1272,1352,5030
Cuyahoga,2021-12-02,1325,1327,5216
Cuyahoga,2021-12-03,1171,1559,5795
Cuyahoga,2021-12-04,371,1819,3334
Cuyahoga,2021-12-05,303,663,1948
Cuyahoga,2021-12-06,903,1241,5045
Cuyahoga,2021-12-07,843,1327,4775
Cuyahoga,2021-12-08,984,1169,4945
Cuyahoga,2021-12-09,972,1463,5325
Cuyahoga,2021-12-10,767,1428,5474
Cuyahoga,2021-12-11,390,1441,3142
Cuyahoga,2021-12-12,229,488,2067
Cuyahoga,2021-12-13,901,1067,4984
Cuyahoga,2021-12-14,779,1016,5342
Cuyahoga,2021-12-15,842,906,5200
Cuyahoga,2021-12-16,980,536,5712
Cuyahoga,2021-12-17,1026,1050,6041
Cuyahoga,2021-12-18,845,909,3721
Cuyahoga,2021-12-19,334,362,2484
Cuyahoga,2021-12-20,1005,736,5332
Cuyahoga,2021-12-21,906,771,5224
Cuyahoga,2021-12-22,950,671,5259
Cuyahoga,2021-12-23,991,691,4942
Cuyahoga,2021-12-24,219,182,1106
Cuyahoga,2021-12-25,2,3,7
Cuyahoga,2021-12-26,260,240,1401
Cuyahoga,2021-12-27,919,724,3930
Cuyahoga,2021-12-28,890,666,4227
Cuyahoga,2021-12-29,971,817,4319
Cuyahoga,2021-12-30,1011,797,3901
Cuyahoga,2021-12-31,395,273,1979
Cuyahoga,2022-01-01,42,35,126
Cuyahoga,2022-01-02,214,234,1255
Cuyahoga,2022-01-03,861,668,3460
Cuyahoga,2022-01-04,847,634,3735
Cuyahoga,2022-01-05,791,633,3533
Cuyahoga,2022-01-06,631,605,2629
Cuyahoga,2022-01-07,0,0,1
Darke,2020-12-14,1,0,0
Darke,2020-12-15,0,0,0
Darke,2020-12-16,1,0,0
Darke,2020-12-17,0,0,0
Darke,2020-12-18,2,0,0
Darke,2020-12-19,0,0,0
Darke,2020-12-20,1,0,0
Darke,2020-12-21,8,0,0
Darke,2020-12-22,10,0,0
Darke,2020-12-23,120,0,0
Darke,2020-12-24,39,0,0
Darke,2020-12-25,0,0,0
Darke,2020-12-26,9,0,0
Darke,2020-12-27,3,0,0
Darke,2020-12-28,62,0,0
Darke,2020-12-29,53,0,0
Darke,2020-12-30,160,0,0
Darke,2020-12-31,6,0,0
Darke,2021-01-01,5,0,0
Darke,2021-01-02,2,0,0
Darke,2021-01-03,0,0,0
Darke,2021-01-04,13,1,0
Darke,2021-01-05,135,0,0
Darke,2021-01-06,86,1,0
Darke,2021-01-07,123,2,0
Darke,2021-01-08,53,3,0
Darke,2021-01-09,6,0,0
Darke,2021-01-10,2,0,0
Darke,2021-01-11,30,2,0
Darke,2021-01-12,138,10,0
Darke,2021-01-13,90,2,0
Darke,2021-01-14,95,4,0
Darke,2021-01-15,21,1,0
Darke,2021-01-16,12,4,0
Darke,2021-01-17,8,0,0
Darke,2021-01-18,45,5,0
Darke,2021-01-19,61,6,0
Darke,2021-01-20,88,203,0
Darke,2021-01-21,540,18,0
Darke,2021-01-22,117,38,0
Darke,2021-01-23,34,2,0
Darke,2021-01-24,3,0,0
Darke,2021-01-25,24,18,0
Darke,2021-01-26,51,159,0
Darke,2021-01-27,47,41,0
Darke,2021-01-28,615,31,0
Darke,2021-01-29,110,36,0
Darke,2021-01-30,29,9,0
Darke,2021-01-31,2,0,0
Darke,2021-02-01,43,21,0
Darke,2021-02-02,116,113,0
Darke,2021-02-03,93,75,0
Darke,2021-02-04,473,47,0
Darke,2021-02-05,83,105,0
Darke,2021-02-06,45,5,0
Darke,2021-02-07,33,6,0
Darke,2021-02-08,43,26,0
Darke,2021-02-09,59,76,0
Darke,2021-02-10,37,147,0
Darke,2021-02-11,346,119,0
Darke,2021-02-12,136,99,0
Darke,2021-02-13,52,10,0
Darke,2021-02-14,19,4,0
Darke,2021-02-15,26,10,0
Darke,2021-02-16,30,16,0
Darke,2021-02-17,55,29,0
Darke,2021-02-18,16,80,0
Darke,2021-02-19,70,830,0
Darke,2021-02-20,10,45,0
Darke,2021-02-21,9,2,0
Darke,2021-02-22,16,104,0
Darke,2021-02-23,32,148,0
Darke,2021-02-24,342,106,0
Darke,2021-02-25,533,67,0
Darke,2021-02-26,679,420,0
Darke,2021-02-27,49,29,0
Darke,2021-02-28,18,21,0
Darke,2021-03-01,64,85,0
Darke,2021-03-02,67,46,0
Darke,2021-03-03,69,50,0
Darke,2021-03-04,658,96,0
Darke,2021-03-05,376,397,0
Darke,2021-03-06,539,534,0
Darke,2021-03-07,15,14,0
Darke,2021-03-08,85,64,0
Darke,2021-03-09,79,63,0
Darke,2021-03-10,116,67,0
Darke,2021-03-11,663,53,0
Darke,2021-03-12,257,392,0
Darke,2021-03-13,353,55,0
Darke,2021-03-14,17,17,0
Darke,2021-03-15,289,52,0
Darke,2021-03-16,77,43,0
Darke,2021-03-17,399,67,0
Darke,2021-03-18,240,24,0
Darke,2021-03-19,161,114,0
Darke,2021-03-20,35,53,0
Darke,2021-03-21,6,9,0
Darke,2021-03-22,70,25,0
Darke,2021-03-23,107,68,0
Darke,2021-03-24,125,355,0
Darke,2021-03-25,220,116,0
Darke,2021-03-26,95,907,0
Darke,2021-03-27,135,264,0
Darke,2021-03-28,3,12,0
Darke,2021-03-29,51,55,0
Darke,2021-03-30,44,52,0
Darke,2021-03-31,331,72,0
Darke,2021-04-01,285,88,0
Darke,2021-04-02,67,576,0
Darke,2021-04-03,65,324,0
Darke,2021-04-04,9,14,0
Darke,2021-04-05,68,78,0
Darke,2021-04-06,73,124,0
Darke,2021-04-07,242,115,0
Darke,2021-04-08,107,151,0
Darke,2021-04-09,117,812,0
Darke,2021-04-10,47,339,0
Darke,2021-04-11,21,24,0
Darke,2021-04-12,59,276,0
Darke,2021-04-13,58,119,0
Darke,2021-04-14,19,377,0
Darke,2021-04-15,175,111,0
Darke,2021-04-16,26,151,0
Darke,2021-04-17,52,160,0
Darke,2021-04-18,3,15,0
Darke,2021-04-19,10,48,0
Darke,2021-04-20,27,85,0
Darke,2021-04-21,28,100,0
Darke,2021-04-22,101,103,0
Darke,2021-04-23,26,184,0
Darke,2021-04-24,38,87,0
Darke,2021-04-25,8,5,0
Darke,2021-04-26,30,62,0
Darke,2021-04-27,11,40,0
Darke,2021-04-28,39,303,0
Darke,2021-04-29,85,74,0
Darke,2021-04-30,74,231,0
Darke,2021-05-01,19,34,0
Darke,2021-05-02,10,7,0
Darke,2021-05-03,23,37,0
Darke,2021-05-04,33,48,0
Darke,2021-05-05,32,35,0
Darke,2021-05-06,68,85,0
Darke,2021-05-07,60,205,0
Darke,2021-05-08,24,31,0
Darke,2021-05-09,2,4,0
Darke,2021-05-10,27,39,0
Darke,2021-05-11,44,52,0
Darke,2021-05-12,38,25,0
Darke,2021-05-13,52,150,0
Darke,2021-05-14,103,58,0
Darke,2021-05-15,45,20,0
Darke,2021-05-16,26,4,0
Darke,2021-05-17,80,36,0
Darke,2021-05-18,48,11,0
Darke,2021-05-19,69,28,0
Darke,2021-05-20,94,139,0
Darke,2021-05-21,82,62,0
Darke,2021-05-22,39,22,0
Darke,2021-05-23,17,3,0
Darke,2021-05-24,37,16,0
Darke,2021-05-25,32,19,0
Darke,2021-05-26,39,41,0
Darke,2021-05-27,47,71,0
Darke,2021-05-28,40,44,0
Darke,2021-05-29,18,15,0
Darke,2021-05-30,11,6,0
Darke,2021-05-31,5,7,0
Darke,2021-06-01,41,37,0
Darke,2021-06-02,26,34,0
Darke,2021-06-03,48,59,0
Darke,2021-06-04,45,54,0
Darke,2021-06-05,18,34,0
Darke,2021-06-06,5,21,0
Darke,2021-06-07,31,54,0
Darke,2021-06-08,46,58,0
Darke,2021-06-09,24,44,0
Darke,2021-06-10,31,78,0
Darke,2021-06-11,27,84,0
Darke,2021-06-12,4,49,0
Darke,2021-06-13,4,25,0
Darke,2021-06-14,29,54,0
Darke,2021-06-15,18,39,0
Darke,2021-06-16,14,41,0
Darke,2021-06-17,17,50,0
Darke,2021-06-18,20,43,0
Darke,2021-06-19,6,17,0
Darke,2021-06-20,9,13,0
Darke,2021-06-21,21,29,0
Darke,2021-06-22,13,23,0
Darke,2021-06-23,27,28,0
Darke,2021-06-24,18,47,0
Darke,2021-06-25,17,32,0
Darke,2021-06-26,7,16,0
Darke,2021-06-27,1,2,0
Darke,2021-06-28,21,23,0
Darke,2021-06-29,22,50,0
Darke,2021-06-30,17,23,0
Darke,2021-07-01,14,41,0
Darke,2021-07-02,8,35,0
Darke,2021-07-03,7,17,0
Darke,2021-07-04,0,0,0
Darke,2021-07-05,5,15,0
Darke,2021-07-06,16,14,0
Darke,2021-07-07,24,19,0
Darke,2021-07-08,13,20,0
Darke,2021-07-09,15,27,0
Darke,2021-07-10,5,8,0
Darke,2021-07-11,3,7,0
Darke,2021-07-12,26,22,0
Darke,2021-07-13,19,15,0
Darke,2021-07-14,14,16,0
Darke,2021-07-15,21,15,0
Darke,2021-07-16,15,10,0
Darke,2021-07-17,10,13,0
Darke,2021-07-18,4,7,0
Darke,2021-07-19,22,21,0
Darke,2021-07-20,19,15,0
Darke,2021-07-21,22,13,0
Darke,2021-07-22,35,21,0
Darke,2021-07-23,25,16,0
Darke,2021-07-24,14,10,0
Darke,2021-07-25,7,0,0
Darke,2021-07-26,32,18,0
Darke,2021-07-27,24,15,0
Darke,2021-07-28,32,21,0
Darke,2021-07-29,33,12,0
Darke,2021-07-30,31,10,0
Darke,2021-07-31,14,5,0
Darke,2021-08-01,10,0,0
Darke,2021-08-02,34,23,0
Darke,2021-08-03,35,17,0
Darke,2021-08-04,33,19,0
Darke,2021-08-05,35,18,0
Darke,2021-08-06,37,21,0
Darke,2021-08-07,21,7,0
Darke,2021-08-08,12,9,0
Darke,2021-08-09,39,20,0
Darke,2021-08-10,30,11,0
Darke,2021-08-11,24,11,0
Darke,2021-08-12,26,15,0
Darke,2021-08-13,34,10,0
Darke,2021-08-14,6,14,0
Darke,2021-08-15,6,8,0
Darke,2021-08-16,20,24,5
Darke,2021-08-17,37,25,3
Darke,2021-08-18,35,28,4
Darke,2021-08-19,20,21,1
Darke,2021-08-20,32,29,6
Darke,2021-08-21,22,5,1
Darke,2021-08-22,4,4,0
Darke,2021-08-23,40,29,4
Darke,2021-08-24,23,24,3
Darke,2021-08-25,26,22,1
Darke,2021-08-26,26,33,0
Darke,2021-08-27,39,44,2
Darke,2021-08-28,29,20,0
Darke,2021-08-29,16,16,0
Darke,2021-08-30,31,26,5
Darke,2021-08-31,41,38,4
Darke,2021-09-01,32,21,6
Darke,2021-09-02,30,25,3
Darke,2021-09-03,40,38,7
Darke,2021-09-04,23,14,1
Darke,2021-09-05,15,5,0
Darke,2021-09-06,5,3,0
Darke,2021-09-07,31,32,3
Darke,2021-09-08,26,21,5
Darke,2021-09-09,19,21,0
Darke,2021-09-10,40,28,4
Darke,2021-09-11,19,21,1
Darke,2021-09-12,8,6,0
Darke,2021-09-13,37,29,1
Darke,2021-09-14,29,24,5
Darke,2021-09-15,27,19,1
Darke,2021-09-16,25,25,3
Darke,2021-09-17,37,25,3
Darke,2021-09-18,24,25,0
Darke,2021-09-19,11,16,2
Darke,2021-09-20,27,30,3
Darke,2021-09-21,24,37,5
Darke,2021-09-22,30,26,4
Darke,2021-09-23,22,23,1
Darke,2021-09-24,34,36,7
Darke,2021-09-25,12,15,10
Darke,2021-09-26,5,9,5
Darke,2021-09-27,21,22,31
Darke,2021-09-28,40,22,24
Darke,2021-09-29,90,48,38
Darke,2021-09-30,74,32,46
Darke,2021-10-01,43,49,40
Darke,2021-10-02,7,15,5
Darke,2021-10-03,8,10,3
Darke,2021-10-04,11,20,24
Darke,2021-10-05,30,42,144
Darke,2021-10-06,16,19,36
Darke,2021-10-07,17,15,25
Darke,2021-10-08,25,44,43
Darke,2021-10-09,9,23,9
Darke,2021-10-10,5,9,7
Darke,2021-10-11,16,22,19
Darke,2021-10-12,52,25,32
Darke,2021-10-13,22,26,21
Darke,2021-10-14,16,23,26
Darke,2021-10-15,10,32,23
Darke,2021-10-16,6,22,3
Darke,2021-10-17,5,7,3
Darke,2021-10-18,10,16,14
Darke,2021-10-19,28,49,58
Darke,2021-10-20,10,19,17
Darke,2021-10-21,15,63,17
Darke,2021-10-22,15,38,23
Darke,2021-10-23,10,12,40
Darke,2021-10-24,6,10,34
Darke,2021-10-25,13,12,100
Darke,2021-10-26,38,35,116
Darke,2021-10-27,27,17,79
Darke,2021-10-28,18,11,141
Darke,2021-10-29,34,27,165
Darke,2021-10-30,15,8,43
Darke,2021-10-31,9,2,18
Darke,2021-11-01,14,7,92
Darke,2021-11-02,17,40,163
Darke,2021-11-03,21,26,129
Darke,2021-11-04,24,17,119
Darke,2021-11-05,33,22,152
Darke,2021-11-06,16,12,289
Darke,2021-11-07,6,3,6
Darke,2021-11-08,16,15,76
Darke,2021-11-09,27,23,97
Darke,2021-11-10,17,18,149
Darke,2021-11-11,13,16,100
Darke,2021-11-12,32,15,135
Darke,2021-11-13,19,5,388
Darke,2021-11-14,5,3,11
Darke,2021-11-15,22,12,87
Darke,2021-11-16,20,11,88
Darke,2021-11-17,15,14,148
Darke,2021-11-18,27,16,98
Darke,2021-11-19,42,32,283
Darke,2021-11-20,12,13,348
Darke,2021-11-21,6,2,20
Darke,2021-11-22,13,9,106
Darke,2021-11-23,33,33,171
Darke,2021-11-24,29,14,81
Darke,2021-11-25,0,0,0
Darke,2021-11-26,21,23,122
Darke,2021-11-27,13,10,66
Darke,2021-11-28,8,7,15
Darke,2021-11-29,28,28,106
Darke,2021-11-30,42,29,140
Darke,2021-12-01,28,17,143
Darke,2021-12-02,23,10,163
Darke,2021-12-03,19,33,161
Darke,2021-12-04,9,14,68
Darke,2021-12-05,4,6,16
Darke,2021-12-06,9,12,87
Darke,2021-12-07,21,19,131
Darke,2021-12-08,11,13,102
Darke,2021-12-09,16,13,101
Darke,2021-12-10,11,24,109
Darke,2021-12-11,12,11,168
Darke,2021-12-12,7,2,19
Darke,2021-12-13,15,5,75
Darke,2021-12-14,20,19,117
Darke,2021-12-15,17,12,100
Darke,2021-12-16,19,19,116
Darke,2021-12-17,43,22,156
Darke,2021-12-18,11,7,42
Darke,2021-12-19,3,4,13
Darke,2021-12-20,15,13,103
Darke,2021-12-21,21,32,141
Darke,2021-12-22,21,29,103
Darke,2021-12-23,21,10,90
Darke,2021-12-24,4,5,12
Darke,2021-12-25,0,0,0
Darke,2021-12-26,5,5,21
Darke,2021-12-27,22,13,86
Darke,2021-12-28,31,26,97
Darke,2021-12-29,25,6,79
Darke,2021-12-30,19,16,102
Darke,2021-12-31,4,3,32
Darke,2022-01-01,1,1,3
Darke,2022-01-02,8,5,12
Darke,2022-01-03,14,12,62
Darke,2022-01-04,27,22,65
Darke,2022-01-05,15,23,75
Darke,2022-01-06,6,5,37
Darke,2022-01-07,0,0,0
Defiance,2020-12-14,0,0,0
Defiance,2020-12-15,1,0,0
Defiance,2020-12-16,0,0,0
Defiance,2020-12-17,0,0,0
Defiance,2020-12-18,4,0,0
Defiance,2020-12-19,6,0,0
Defiance,2020-12-20,0,0,0
Defiance,2020-12-21,4,0,0
Defiance,2020-12-22,6,0,0
Defiance,2020-12-23,105,0,0
Defiance,2020-12-24,6,0,0
Defiance,2020-12-25,2,0,0
Defiance,2020-12-26,8,0,0
Defiance,2020-12-27,3,0,0
Defiance,2020-12-28,29,0,0
Defiance,2020-12-29,66,0,0
Defiance,2020-12-30,144,0,0
Defiance,2020-12-31,50,0,0
Defiance,2021-01-01,6,1,0
Defiance,2021-01-02,6,0,0
Defiance,2021-01-03,11,0,0
Defiance,2021-01-04,60,0,0
Defiance,2021-01-05,10,1,0
Defiance,2021-01-06,130,1,0
Defiance,2021-01-07,57,2,0
Defiance,2021-01-08,95,3,0
Defiance,2021-01-09,7,5,0
Defiance,2021-01-10,0,0,0
Defiance,2021-01-11,55,5,0
Defiance,2021-01-12,37,5,0
Defiance,2021-01-13,133,57,0
Defiance,2021-01-14,29,1,0
Defiance,2021-01-15,72,3,0
Defiance,2021-01-16,83,3,0
Defiance,2021-01-17,0,0,0
Defiance,2021-01-18,33,3,0
Defiance,2021-01-19,47,5,0
Defiance,2021-01-20,159,47,0
Defiance,2021-01-21,266,12,0
Defiance,2021-01-22,60,3,0
Defiance,2021-01-23,28,12,0
Defiance,2021-01-24,5,1,0
Defiance,2021-01-25,75,34,0
Defiance,2021-01-26,161,57,0
Defiance,2021-01-27,82,172,0
Defiance,2021-01-28,252,49,0
Defiance,2021-01-29,114,19,0
Defiance,2021-01-30,48,1,0
Defiance,2021-01-31,2,1,0
Defiance,2021-02-01,84,50,0
Defiance,2021-02-02,235,15,0
Defiance,2021-02-03,69,112,0
Defiance,2021-02-04,191,59,0
Defiance,2021-02-05,90,96,0
Defiance,2021-02-06,59,81,0
Defiance,2021-02-07,6,0,0
Defiance,2021-02-08,60,61,0
Defiance,2021-02-09,78,63,0
Defiance,2021-02-10,57,75,0
Defiance,2021-02-11,317,33,0
Defiance,2021-02-12,107,71,0
Defiance,2021-02-13,45,22,0
Defiance,2021-02-14,4,0,0
Defiance,2021-02-15,69,17,0
Defiance,2021-02-16,9,3,0
Defiance,2021-02-17,53,205,0
Defiance,2021-02-18,34,179,0
Defiance,2021-02-19,165,115,0
Defiance,2021-02-20,11,43,0
Defiance,2021-02-21,1,2,0
Defiance,2021-02-22,33,54,0
Defiance,2021-02-23,76,297,0
Defiance,2021-02-24,417,56,0
Defiance,2021-02-25,271,245,0
Defiance,2021-02-26,698,107,0
Defiance,2021-02-27,58,56,0
Defiance,2021-02-28,7,3,0
Defiance,2021-03-01,150,97,0
Defiance,2021-03-02,172,166,0
Defiance,2021-03-03,246,50,0
Defiance,2021-03-04,195,215,0
Defiance,2021-03-05,462,486,0
Defiance,2021-03-06,58,84,0
Defiance,2021-03-07,20,18,0
Defiance,2021-03-08,79,83,0
Defiance,2021-03-09,214,179,0
